vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h),vehicle23-relx(m),vehicle23-rely(m),vehicle23-relvx(km/h),vehicle23-relvy(km/h),vehicle24-relx(m),vehicle24-rely(m),vehicle24-relvx(km/h),vehicle24-relvy(km/h),vehicle25-relx(m),vehicle25-rely(m),vehicle25-relvx(km/h),vehicle25-relvy(km/h),vehicle26-relx(m),vehicle26-rely(m),vehicle26-relvx(km/h),vehicle26-relvy(km/h),vehicle27-relx(m),vehicle27-rely(m),vehicle27-relvx(km/h),vehicle27-relvy(km/h),vehicle28-relx(m),vehicle28-rely(m),vehicle28-relvx(km/h),vehicle28-relvy(km/h),vehicle29-relx(m),vehicle29-rely(m),vehicle29-relvx(km/h),vehicle29-relvy(km/h),vehicle30-relx(m),vehicle30-rely(m),vehicle30-relvx(km/h),vehicle30-relvy(km/h),vehicle31-relx(m),vehicle31-rely(m),vehicle31-relvx(km/h),vehicle31-relvy(km/h)
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,-20.6,0.3273,0.3273,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.6,17.8,0.1309,0,10.6,-26.2,-0.5891,6.2182,3.4,48,1.5709,3.8618,9.2,70.4,-5.3018,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-20.6,0.1964,0.5891,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.6,17.8,0.3927,0,10.6,-26.2,-0.3273,6.2182,3.2,48.2,1.3091,4.1237,9.4,70.4,-5.3672,0.5891,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-20.6,0.0655,1.1128,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,17.8,0.5891,0,10.6,-26,0,6.2837,3.2,48.2,0.9163,4.32,9.6,70.4,-5.6291,0.7854,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-20.6,-0.0655,1.5054,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.6,17.8,0.72,0.3273,10.6,-25.8,-0.3273,6.4146,3.2,48.4,0.7854,4.4509,9.6,70.4,-5.3672,0.9163,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-20.6,-0.1964,1.7672,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.6,17.8,0.7854,0.5891,10.6,-25.6,-0.2618,6.6109,3.2,48.6,0.5891,4.8437,9.8,70.4,-5.3018,0.9818,9.2,83.4,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,-20.4,0,2.2254,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.6,17.8,0.7854,0.7854,10.6,-25.4,-0.5236,6.8728,3.2,48.6,0.3273,5.4328,10,70.6,-5.04,1.3091,9.2,83.2,0,-7.2,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-20.4,0.5236,2.4872,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,17.8,0.72,0.9163,10.6,-25.2,-0.3927,7.2,3.2,48.8,0,5.8254,10,70.6,-5.3018,1.5054,9.2,83,0,-5.76,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-20.2,0.6545,2.88,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,17.8,0.5891,1.3091,10.6,-25,-0.2618,7.2,3.2,49,-0.6545,6.3491,10.4,70.6,-5.04,1.8982,9.2,82.8,-0.7714,-6.1714,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-20.2,0.72,3.0109,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18,0.7854,1.5709,10.8,-24.8,-0.4582,7.2,3.2,49,-1.5054,6.6109,10.2,70.6,-5.3672,2.0946,9.2,82.8,-1.08,-5.28,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-20.2,0.72,3.2072,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18,0.5891,1.7018,10.6,-24.6,-0.2618,7.2,3.2,49.4,-1.1782,6.9382,10.6,70.6,-4.8437,2.4218,9.2,82.4,3.7309,-5.3672,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,-20,0.6545,3.4037,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18,0.3273,2.0291,10.8,-24.4,-0.0655,7.2,3.2,49.6,-0.5236,7.331,10.6,70.8,-4.2546,2.4872,9.4,82.4,5.3018,-5.3672,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,-20,0.9163,3.6,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18,0,2.16,10.6,-24.2,-0.1964,7.2,3.2,49.8,0.0655,7.3966,11,70.8,-3.9928,3.0109,9.4,82.4,6.4146,-5.1709,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,-19.8,0.4582,3.7963,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18.2,0,2.4218,10.6,-24,-0.2618,7.2,3.6,50,0.5891,7.789,10.8,71,-3.3382,3.6,9.4,82.2,7.0691,-5.1709,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,-19.8,0,4.32,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18.2,0,2.4218,10.8,-23.8,0.0655,7.2,3.8,50.2,1.3746,8.1166,11.2,71,-3.0763,3.8618,7.8,82,7.2655,-5.3672,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,-19.6,-0.4582,4.4509,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18.2,0,2.88,10.6,-23.6,0,7.2,3.2,50.4,1.7018,7.9855,11,71.2,-2.16,4.1237,7.8,81.8,7.331,-5.3672,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,-19.4,-0.9163,4.5163,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18.4,0,3.0763,10.6,-23.4,-0.0655,7.2,3,50.6,2.2909,8.1166,11,71.2,-1.7018,4.32,7.8,81.6,6.8728,-5.8909,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,-19.4,-0.9818,4.8437,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18.4,0.3273,3.3382,10.8,-23.2,-0.1309,7.2,3,50.8,2.7491,8.509,11.2,71.4,-1.0472,4.4509,7.8,81.6,5.4982,-6.2182,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-19.2,-0.9818,4.7128,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18.6,0.5891,3.6,10.8,-23,0.1309,7.2,3,51.2,3.0763,8.771,11.2,71.6,-0.9818,4.1891,7.8,81.4,3.2072,-6.2837,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-19,-0.9163,4.8437,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18.6,0.7854,3.8618,10.6,-22.8,0.3927,7.5276,2.8,51.4,2.4872,8.9021,11.2,71.6,-0.4582,4.2546,7.8,81.2,0.72,-6.4146,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-19,-0.7854,4.5163,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18.8,0.9163,4.1237,10.6,-22.6,0.2618,7.789,3,51.6,1.2437,9.229,11.2,71.8,-0.5891,4.2546,7.6,81,0.7854,-6.6109,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-18.8,-0.5891,4.4509,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,18.8,0.9818,3.9928,10.8,-22.4,0.4582,7.9855,2.8,51.8,0.8509,9.6876,11.2,72,-0.6545,4.5163,7.6,80.8,0.4582,-6.5454,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-18.6,-0.3273,4.32,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,19,0.9818,4.1891,10.6,-22.2,0.3273,8.1166,2.8,52.2,1.0472,9.8834,11.2,72,-0.5891,4.6472,7.6,80.6,0.4582,-6.6109,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-18.6,0,4.1237,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,19.2,0.9163,3.9928,10.6,-22,-0.1309,8.1821,2.8,52.4,1.1128,10.146,11.2,72,-0.7854,4.9746,7.8,80.4,0.3927,-6.4146,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-18.4,0,4.1891,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,19.2,0.7854,4.1237,10.6,-21.6,-0.5891,8.509,2.8,52.6,1.0472,10.472,11.2,72.2,-0.9163,5.4982,7.6,80.2,-0.0655,-6.2837,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-18.4,0,4.1891,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,19.4,0.5891,4.1891,10.6,-21.4,-0.6545,8.7055,2.8,53,1.2437,10.866,11.2,72.4,-0.9818,5.8254,7.6,80,-0.5236,-6.2182,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-18.2,0,4.1237,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,19.4,0.3273,4.1891,10.6,-21.2,-0.6545,8.771,2.8,53.4,0.6545,10.931,11.4,72.6,-0.9818,6.2837,7.8,80,-0.5891,-6.2182,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-18.2,0,3.9928,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,19.6,0,4.1237,10.8,-21,-0.9818,9.0324,2.6,53.6,0.3927,10.997,11.4,72.8,-0.9163,6.8728,7.6,79.8,-0.5891,-6.2837,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-18,0,4.1891,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,19.6,0,4.32,10.8,-20.8,-0.9163,9.0979,2.6,54,0.1309,11.389,11.4,73,-0.7854,7.2,7.6,79.6,-0.8509,-6.4146,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-17.8,0,3.9928,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,19.8,-0.3273,4.7782,10.8,-20.4,-0.7854,8.9676,2.6,54.2,0.1964,11.389,11.4,73.2,-0.9163,7.2,7.8,79.4,-1.3746,-6.6109,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-17.8,0,4.1237,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,20,-0.5891,4.7782,10.8,-20.2,-0.5891,9.36,2.6,54.6,0.1964,11.651,11.4,73.4,-1.2437,7.2,7.8,79.2,-1.44,-6.8728,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-17.6,0,3.8618,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,20,-0.7854,5.04,10.8,-20,0,9.5566,2.8,54.8,0.7854,12.109,11.4,73.6,-1.0472,7.2,7.8,79,-1.3746,-7.2,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-17.6,0,3.9272,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,20.2,-0.9163,5.1709,10.8,-19.6,0.5891,9.8834,2.8,55.2,1.5054,12.437,11.4,73.8,-1.1128,7.2,7.8,78.8,-1.5709,-7.2,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-17.4,0,3.9272,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.2,20.4,-0.9818,5.4982,10.8,-19.4,0.7854,9.949,2.8,55.6,2.0291,12.632,11.4,74,-2.0946,7.2,8,78.6,-1.6363,-7.2,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-17.4,0,3.8618,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,20.6,-0.9818,5.6291,10.8,-19.2,0.9163,9.4255,2.6,55.8,2.7491,13.025,11.6,74.2,-2.8146,7.2,8,78.4,-1.8328,-7.5276,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-17.2,0,3.7963,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,20.6,-0.9163,5.8909,10.8,-18.8,0.9818,9.4255,2.6,56.4,3.6,13.222,11.8,74.4,-3.2728,7.2,8,78.2,-2.16,-7.4621,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-17.2,0,3.7309,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,20.8,-0.7854,6.2837,10.6,-18.6,0.9818,7.2655,2.2,56.8,5.4982,13.549,11.6,74.6,-3.1418,7.2,8,78,-2.2909,-7.7234,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0.4,-17,0,3.6654,0,-0,0,0,0,-0,0,0,0,-0,0,0,7.4,21,-0.5891,6.4146,10.6,-18.2,0.9163,6.6109,2,57,5.4982,13.615,11.6,74.8,-3.1418,7.5276,8,77.8,-1.8982,-7.92,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
