vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h),vehicle23-relx(m),vehicle23-rely(m),vehicle23-relvx(km/h),vehicle23-relvy(km/h),vehicle24-relx(m),vehicle24-rely(m),vehicle24-relvx(km/h),vehicle24-relvy(km/h),vehicle25-relx(m),vehicle25-rely(m),vehicle25-relvx(km/h),vehicle25-relvy(km/h),vehicle26-relx(m),vehicle26-rely(m),vehicle26-relvx(km/h),vehicle26-relvy(km/h),vehicle27-relx(m),vehicle27-rely(m),vehicle27-relvx(km/h),vehicle27-relvy(km/h),vehicle28-relx(m),vehicle28-rely(m),vehicle28-relvx(km/h),vehicle28-relvy(km/h),vehicle29-relx(m),vehicle29-rely(m),vehicle29-relvx(km/h),vehicle29-relvy(km/h),vehicle30-relx(m),vehicle30-rely(m),vehicle30-relvx(km/h),vehicle30-relvy(km/h),vehicle31-relx(m),vehicle31-rely(m),vehicle31-relvx(km/h),vehicle31-relvy(km/h),vehicle32-relx(m),vehicle32-rely(m),vehicle32-relvx(km/h),vehicle32-relvy(km/h),vehicle33-relx(m),vehicle33-rely(m),vehicle33-relvx(km/h),vehicle33-relvy(km/h),vehicle34-relx(m),vehicle34-rely(m),vehicle34-relvx(km/h),vehicle34-relvy(km/h),vehicle35-relx(m),vehicle35-rely(m),vehicle35-relvx(km/h),vehicle35-relvy(km/h),vehicle36-relx(m),vehicle36-rely(m),vehicle36-relvx(km/h),vehicle36-relvy(km/h),vehicle37-relx(m),vehicle37-rely(m),vehicle37-relvx(km/h),vehicle37-relvy(km/h),vehicle38-relx(m),vehicle38-rely(m),vehicle38-relvx(km/h),vehicle38-relvy(km/h),vehicle39-relx(m),vehicle39-rely(m),vehicle39-relvx(km/h),vehicle39-relvy(km/h),vehicle40-relx(m),vehicle40-rely(m),vehicle40-relvx(km/h),vehicle40-relvy(km/h),vehicle41-relx(m),vehicle41-rely(m),vehicle41-relvx(km/h),vehicle41-relvy(km/h),vehicle42-relx(m),vehicle42-rely(m),vehicle42-relvx(km/h),vehicle42-relvy(km/h),vehicle43-relx(m),vehicle43-rely(m),vehicle43-relvx(km/h),vehicle43-relvy(km/h),vehicle44-relx(m),vehicle44-rely(m),vehicle44-relvx(km/h),vehicle44-relvy(km/h),vehicle45-relx(m),vehicle45-rely(m),vehicle45-relvx(km/h),vehicle45-relvy(km/h),vehicle46-relx(m),vehicle46-rely(m),vehicle46-relvx(km/h),vehicle46-relvy(km/h),vehicle47-relx(m),vehicle47-rely(m),vehicle47-relvx(km/h),vehicle47-relvy(km/h),vehicle48-relx(m),vehicle48-rely(m),vehicle48-relvx(km/h),vehicle48-relvy(km/h),vehicle49-relx(m),vehicle49-rely(m),vehicle49-relvx(km/h),vehicle49-relvy(km/h)
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.938,23.076,-0.2483,14.897,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,74.8,5.8909,13.483,0,-0,0,0,0,-0,0,0,-1.4857,75.286,-5.5637,-1.5054,-1,63,8.2476,3.9272,0,-0,0,0,1,-30.8,0.9818,4.1891,-5.6,-37.6,1.4221,-5.8136,1.7333,14.333,2.8364,9.4039,5.7,4.2334,2.5772,25.078,5,-17.4,4.1237,20.226,8.4,-48,1.7672,28.145,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.9448,23.49,-0.2483,14.897,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.8,75.2,4.6472,13.615,0,-0,0,0,0,-0,0,0,-1.2571,75.258,-4.9091,-1.3746,-1.4,63,8.3779,4.1891,0,-0,0,0,0.8,-30.8,1.3091,4.1891,-5.6,-37.6,1.4728,-7.0691,1.6,14.6,2.6073,9.1742,5.625,4.925,2.3563,25.069,5.2,-16.8,4.4509,19.571,8.6,-47,2.0291,27.883,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.9518,23.904,-0.2483,14.897,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.8,75.6,2.6837,13.811,0,-0,0,0,0,-0,0,0,-1.0286,75.228,-3.2072,-1.44,-1.4,63,8.1166,4.3854,0,-0,0,0,0.8,-30.6,1.5054,3.7963,-5.6636,-37.71,1.4579,-6.2301,1.4,14.8,2.3127,9.2729,5.55,5.6166,2.3891,24.906,5,-16.2,4.9746,18.785,8.6,-46.2,2.6837,27.752,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.9586,24.318,-0.2483,14.897,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6,76,0.4582,14.4,0,-0,0,0,0,-0,0,0,-0.8,75.2,-1.9543,-1.4306,-1.6,63.2,7.8545,4.8437,0,-0,0,0,0.8,-30.6,1.8982,3.7309,-5.7272,-37.818,1.7495,-4.8972,1.6,15.2,1.9855,9.3384,5.475,6.3084,2.3072,25.271,4.6,-15.8,5.6946,17.935,8.2,-45.6,3.6654,27.752,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.9656,24.732,-0.2483,14.897,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6,76.4,-1.5054,14.989,0,-0,0,0,0,-0,0,0,-1,75.2,-0.8322,-1.6831,-2,63.4,7.2655,5.1709,0,-0,0,0,0.8,-30.4,2.4218,3.6654,-5.791,-37.928,1.9994,-5.3911,1.6,15.4,1.4618,9.2074,5.4,7,2.1354,25.41,4.8,-15.4,5.5637,17.083,8.4,-44.8,4.9746,27.557,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.9724,25.144,-0.237,14.547,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6,76.8,-3.7963,15.185,0,-0,0,0,0,-0,0,0,-1.2,75,0.0842,-1.814,-2.4,63.4,6.0218,4.9746,0,-0,0,0,0.8,-30.2,3.0109,3.6,-5.8546,-38.036,2.1868,-3.7488,1.4,15.6,1.0036,9.0108,5.4,7.8,2.2254,25.353,4.6,-14.8,5.3018,16.298,8.2,-44,5.4982,26.771,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.9794,25.558,-0.1758,13.999,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.8,77.2,-3.6654,15.317,0,-0,0,0,0,-0,0,0,-1.2,75,0.3927,-1.8328,-2.4,63.6,4.2546,5.3672,0,-0,0,0,0.6,-30.2,3.2728,3.8618,-5.9182,-38.146,2.2909,-3.9272,1.4,15.8,0.6545,8.771,5.4,8.4,2.2909,25.047,4.2,-14.4,5.4654,15.439,8,-43.4,6.3246,26.239,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.9862,25.972,-0.075,13.306,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.6,77.6,-2.9454,15.055,0,-0,0,0,0,-0,0,0,-1.4,75,0.4114,-1.7486,-2.4,63.8,3.2072,5.6291,0,-0,0,0,0.6,-30.2,3.6,3.7309,-5.9818,-38.254,2.2909,-3.9272,1.4,16.2,0.4582,8.8366,5.2,9,2.34,24.54,4,-14,4.9746,14.612,7.6,-42.6,6.66,26.068,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.9932,26.386,0.0547,12.523,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.4,78.2,-2.2254,15.12,0,-0,0,0,0,-0,0,0,-1.2,75,0.3927,-1.8982,-2.6,64,2.8146,5.6946,0,-0,0,0,0.4,-30,3.6654,3.9272,-6.0454,-38.364,2.2909,-3.9272,1.4,16.4,0.5891,8.7055,5.2,10,2.3809,23.877,3.8,-13.6,4.5163,13.926,7.4,-41.8,6.7582,25.969,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3,26.8,0.2031,11.703,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.2,78.6,-1.1128,15.12,0,-0,0,0,0,-0,0,0,-1.2,74.8,-0.4582,-1.8982,-2.6,64.2,2.6182,5.8909,0,-0,0,0,0.2,-30,3.4691,3.7309,-6.109,-38.472,2.2909,-3.9272,1.4,16.6,0.3273,8.771,5.2,10.6,2.4218,23.105,4,-13.2,4.5163,13.091,7.2,-41.2,7.331,25.592,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,3,27,0.3597,10.899,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5,79,1.0472,14.728,0,-0,0,0,0,-0,0,0,-1.2,74.8,-0.6545,-1.7018,-2.6,64.2,3.0109,6.2182,0,-0,0,0,0,-29.8,3.3382,3.8618,-6.1728,-38.582,2.2909,-3.9272,1.4,16.8,0.3273,8.7055,5,11.2,2.4709,22.271,3.8,-12.8,3.8946,12.15,7.2,-40.4,7.2576,25.307,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.975,27.25,0.514,10.165,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5,79.4,2.7491,14.662,0,-0,0,0,0,-0,0,0,-1,74.8,1.1128,-1.7018,-2.2,64.4,3.7309,6.2837,0,-0,0,0,0,-29.6,2.88,4.32,-6.2364,-38.69,2.2909,-3.9272,1.4,17,0.5891,8.509,4.95,11.75,2.3891,21.632,3.7,-12.525,3.3382,11.537,6.975,-39.726,7.1837,25.151,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.95,27.5,0.6557,9.5544,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.8,79.6,3.9928,14.203,0,-0,0,0,0,-0,0,0,-1,74.8,2.5528,-1.5709,-2.4,64.6,4.7782,6.4146,0,-0,0,0,0,-29.6,2.4872,4.3854,-6.3,-38.8,2.2909,-3.9272,1.4,17.4,0.7854,8.1821,4.9,12.3,2.16,20.88,3.6,-12.25,3.2728,10.963,6.75,-39.05,7.1018,24.775,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.925,27.75,0.7741,9.121,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.8,80.2,6.0218,14.072,0,-0,0,0,0,-0,0,0,-1.2,74.6,4.7128,-1.3091,-3,64.8,7.6579,6.6109,0,-0,0,0,0,-29.4,1.8328,4.3854,-6.3636,-38.91,2.2909,-3.9272,1.4,17.6,0.9163,8.1166,4.85,12.85,2.16,20.029,3.5,-11.975,3.4037,10.472,6.525,-38.376,7.3966,24.546,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.9,28,0.9,9,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-5.8,80.6,7.8545,14.269,0,-0,0,0,0,-0,0,0,-1,74.6,6.4146,-0.9163,-3.2,65,10.997,6.8728,0,-0,0,0,0,-29.4,1.6363,4.6472,-6.4272,-39.018,2.2909,-3.9272,1.4,17.8,0.9818,7.9855,4.8,13.4,1.9637,19.963,3.4,-11.7,4.2546,9.9821,6.3,-37.7,7.0363,24.382,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.875,28.25,0.9,9,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,80.8,8.9676,14.138,0,-0,0,0,0,-0,0,0,-1.2,74.6,7.5924,-0.7854,-3.4,65.2,10.669,7.2,0,-0,0,0,-0.2,-29.2,1.5709,4.4509,-6.491,-39.128,2.2909,-3.9272,1.2,18,1.3091,7.789,4.75,13.95,1.5709,19.702,3.3,-11.425,4.32,9.5566,6.075,-37.026,7.1346,23.957,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.85,28.5,0.9,9,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,81.4,9.5566,14.4,0,-0,0,0,0,-0,0,0,-2.2,74.6,8.9021,-0.5891,-3.4,65.4,10.146,7.2,0,-0,0,0,-0.2,-29,1.7018,4.5163,-6.5546,-39.236,2.2909,-3.9272,1.2,18.2,1.5054,7.5276,4.7,14.5,1.7018,19.637,3.2,-11.15,4.6472,9.2621,5.85,-36.35,6.2509,23.662,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.825,28.75,0.9,9,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,81.6,7.2,14.662,0,-0,0,0,0,-0,0,0,-2.2,74.6,9.1634,-0.6545,-3.8,65.6,9.229,7.5276,0,-0,0,0,-0.2,-29,1.7018,4.8437,-6.6182,-39.346,2.2909,-3.9272,1.2,18.4,1.5709,7.2,4.65,15.05,1.7346,19.342,3.1,-10.875,4.3854,8.9179,5.625,-35.676,5.5472,23.318,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.8,29,0.9,9,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7,82.2,5.1709,14.531,0,-0,0,0,0,-0,0,0,-2.6,74.6,9.9598,-0.48,-5.2,65.8,8.28,7.6802,0,-0,0,0,-0.2,-28.8,1.5709,4.7128,-6.6818,-39.454,2.2909,-3.9272,1.2,18.6,1.8328,7.2,4.6,15.6,2.0128,19.195,3,-10.6,3.96,8.55,5.4,-35,5.0318,22.622,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.4,82.6,6.2182,15.055,0,-0,0,0,0,-0,0,0,-2.8,74.6,6.6857,-0.7714,-5.8,66,6.4286,7.9711,0,-0,0,0,-0.4,-28.6,1.3091,4.8437,-6.7454,-39.564,2.2771,-3.9745,1.2,18.8,2.2254,7.2,4.6,16.2,2.16,18.851,2.6,-10.4,4.0582,8.1821,5.6,-34.4,4.3854,21.992,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-7.6,82.8,6.4146,15.512,0,-0,0,0,0,-0,0,0,-2.8,74.6,5.76,-1.44,-4.2,66.2,-6.48,8.64,0,-0,0,0,-0.4,-28.6,0.9163,4.8437,-6.809,-39.672,2.2522,-4.0594,1,19,2.3563,7.2,4.6,16.6,2.52,18.36,2.6,-10.2,3.6,7.511,5.2,-33.8,4.0091,21.125,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
