vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h),vehicle23-relx(m),vehicle23-rely(m),vehicle23-relvx(km/h),vehicle23-relvy(km/h),vehicle24-relx(m),vehicle24-rely(m),vehicle24-relvx(km/h),vehicle24-relvy(km/h),vehicle25-relx(m),vehicle25-rely(m),vehicle25-relvx(km/h),vehicle25-relvy(km/h),vehicle26-relx(m),vehicle26-rely(m),vehicle26-relvx(km/h),vehicle26-relvy(km/h),vehicle27-relx(m),vehicle27-rely(m),vehicle27-relvx(km/h),vehicle27-relvy(km/h),vehicle28-relx(m),vehicle28-rely(m),vehicle28-relvx(km/h),vehicle28-relvy(km/h),vehicle29-relx(m),vehicle29-rely(m),vehicle29-relvx(km/h),vehicle29-relvy(km/h),vehicle30-relx(m),vehicle30-rely(m),vehicle30-relvx(km/h),vehicle30-relvy(km/h),vehicle31-relx(m),vehicle31-rely(m),vehicle31-relvx(km/h),vehicle31-relvy(km/h),vehicle32-relx(m),vehicle32-rely(m),vehicle32-relvx(km/h),vehicle32-relvy(km/h)
0,-0,0,0,0,-0,0,0,3.8,-4,-0.5891,9.8834,0,-0,0,0,-0.4,43.8,-0.9163,-2.0946,0,-0,0,0,0,-0,0,0,7.4,8.2,-0.5891,21.272,0.8,-25,0.9818,7.2,11,46.8,-1.44,25.985,7.2,-41,2.4218,26.051,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.8,-3.6,-1.1128,9.8834,0,-0,0,0,-0.2,43.8,-0.8509,-2.16,0,-0,0,0,0,-0,0,0,7.4,8.8,-1.1128,21.011,0.8,-24.8,0.9163,7.2,11,47.6,-2.16,26.117,7,-40.2,2.4872,25.92,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.8,-3.4,-1.5054,9.6876,0,-0,0,0,-0.2,43.8,-1.0472,-2.3563,0,-0,0,0,0,-0,0,0,7.4,9.4,-1.5054,20.814,0.8,-24.6,0.7854,7.2,11.2,48.2,-2.3563,26.117,7,-39.6,2.3563,25.397,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.8,-3,-1.7672,9.6221,0,-0,0,0,-0.2,43.6,-1.8328,-2.6837,0,-0,0,0,0,-0,0,0,7.4,10,-1.7672,20.683,0.8,-24.4,0.5891,6.8728,11.2,49,-2.6837,26.312,7,-38.8,2.6837,25.2,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,4,-2.8,-1.8982,9.2945,0,-0,0,0,0,43.6,-2.4218,-2.7491,0,-0,0,0,0,-0,0,0,7.6,10.6,-2.28,20.4,0.8,-24.2,0.3273,6.6109,11.2,49.6,-3.7309,22.778,7.2,-38.2,2.3563,25.003,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,4,-2.6,-1.8982,9.0979,0,-0,0,0,0,43.6,-2.16,-2.5528,0,-0,0,0,0,-0,0,0,7.6,11,-2.8286,20.057,0.8,-24,0,6.4146,11.4,50.4,-4.3854,16.952,6.8,-37.4,2.0946,24.48,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,4.2,-2.4,-1.7672,8.7055,0,-0,0,0,0,43.4,-1.44,-2.8146,0,-0,0,0,0,-0,0,0,7.8,11.6,-2.16,20.16,0.8,-23.8,0,6.2837,11.6,51.2,-4.92,13.08,7,-36.8,1.9637,24.022,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,4.2,-2.2,-1.5054,8.509,0,-0,0,0,0,43.4,-0.9818,-3.1418,0,-0,0,0,0,-0,0,0,7.8,12.2,0,21.6,0.8,-23.6,0,5.8909,11.4,52,-6.1714,5.6571,6.8,-36.2,2.0291,23.695,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,4.2,-1.8,-0.4582,15.382,0,-0,0,0,0.4,43.2,-0.4582,-3.1418,0,-0,0,0,0,-0,0,0,7.8,12.8,0,21.6,0.8,-23.6,0,5.6291,11.8,52.8,-7.2,-11.52,6.6,-35.4,1.6363,23.171,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,4.2,-1.6,0.5891,21.403,0,-0,0,0,0.4,43.2,0.1309,-3.5346,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-23.4,0,5.4982,12.2,51.2,-7.2,-50.4,6.6,-34.8,1.1782,22.843,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,4.2,-1.4,1.2437,26.182,0,-0,0,0,0,43.2,0.72,-3.6,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-23.2,0,5.1709,12.2,50,-7.2,-50.4,6.6,-34.2,0.5891,22.386,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,4.2,-1.2,2.16,29.651,0,-0,0,0,0,43,1.2437,-3.6654,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-23,0,5.04,0,-0,0,0,6.6,-33.6,0.9163,22.189,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,4.2,-1,2.5528,32.072,0,-0,0,0,0,42.8,2.0291,-4.0582,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-23,-0.3273,5.1054,0,-0,0,0,6.6,-33,0.3927,21.928,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.8,3.6,2.7491,32.989,0,-0,0,0,0,42.8,2.6837,-4.3854,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-22.8,-0.2618,5.04,0,-0,0,0,6.8,-32.4,-0.1964,21.6,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.8,4,2.7491,32.728,0,-0,0,0,0,42.6,2.7491,-4.9746,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-22.6,-0.5236,4.8437,0,-0,0,0,6.8,-31.8,-0.3927,21.6,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.8,4.4,2.5528,30.568,0,-0,0,0,-0.2,42.6,2.4872,-5.4328,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-22.6,-0.72,4.5163,0,-0,0,0,6.6,-31.2,-0.5236,21.6,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.6,4.8,2.16,27.163,0,-0,0,0,-0.2,42.4,2.6837,-5.3672,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-22.4,-0.5236,4.4509,0,-0,0,0,6.4,-30.6,-0.2618,21.272,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.6,5.4,1.8982,23.368,0,-0,0,0,-0.4,42.2,2.6837,-5.4982,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-22.2,-0.3273,4.32,0,-0,0,0,6.6,-30,0.6545,21.011,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.6,5.8,1.3746,17.215,0,-0,0,0,-0.4,42,2.4872,-5.8254,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-22.2,-0.1309,4.1237,0,-0,0,0,6.8,-29.4,1.44,20.488,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.6,6.2,1.3746,17.672,0,-0,0,0,-0.6,41.8,2.0946,-5.9563,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-22,0.0655,3.8618,0,-0,0,0,6.8,-28.8,2.0291,20.095,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.6,6.4,1.5709,17.869,0,-0,0,0,-0.6,41.6,1.5054,-6.5454,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-22,0.2618,3.6,0,-0,0,0,6.8,-28.2,2.0291,19.506,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.6,7,1.5709,17.803,0,-0,0,0,-0.6,41.6,1.1128,-6.48,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.8,0.4582,3.3382,0,-0,0,0,6.6,-27.8,2.88,18.785,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.4,8.2,2.0946,17.477,0,-0,0,0,-0.6,41.4,0.5891,-6.48,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.8,0.6545,3.0763,0,-0,0,0,6.2,-27.2,3.8618,18.328,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.4,8.4,2.4218,17.28,0,-0,0,0,-0.6,41.2,3.9272,-6.2182,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.6,0.4582,3.2072,0,-0,0,0,6.2,-26.8,3.9272,17.803,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.4,8.8,2.88,16.888,0,-0,0,0,-0.6,41,3.5346,-6.4146,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.6,0.5891,3.0109,0,-0,0,0,6,-26.2,3.7309,17.28,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.2,9.2,3.0763,16.298,0,-0,0,0,-0.6,40.6,3.9928,-6.6763,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.6,0,2.88,0,-0,0,0,6.2,-25.8,2.88,17.149,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3.2,9.6,3.3382,15.12,0,-0,0,0,-0.6,40.6,6.1528,-7.331,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.4,-0.2618,2.4872,0,-0,0,0,5.8,-25.4,2.4218,17.083,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3,10,3.2728,14.072,0,-0,0,0,-0.6,40.4,5.6946,-7.5924,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.4,-0.1964,2.5528,0,-0,0,0,5.8,-24.8,1.9637,16.757,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,3,10.4,3.6,14.072,0,-0,0,0,-2.8,40.4,5.6291,-7.789,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.2,-0.1309,2.3563,0,-0,0,0,6,-24.4,2.2909,16.56,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,2.8,10.8,3.6,13.811,0,-0,0,0,-1,40,5.1709,-7.92,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.2,0.2618,2.2909,0,-0,0,0,5.8,-24,2.3563,16.168,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,2.8,11.2,3.6,13.615,0,-0,0,0,-1.4,39.8,4.6472,-8.3124,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-21.2,0.2618,2.0291,0,-0,0,0,6,-23.4,2.88,15.971,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,2.6,11.6,3.6,13.157,0,-0,0,0,-2.6,39.4,3.9928,-8.9676,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21.2,0.5891,1.8982,0,-0,0,0,5.6,-23,3.0763,15.643,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,2.6,12,3.2728,12.829,0,-0,0,0,-1.4,39.2,5.4328,-8.8366,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21,0.8509,1.8982,0,-0,0,0,5.6,-22.6,3.3382,14.858,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,2.4,12.2,3.3382,12.306,0,-0,0,0,-1.8,39,5.3672,-8.8366,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21,1.3746,1.7018,0,-0,0,0,5.4,-22.2,4.0582,14.4,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,2.4,12.6,3.0763,11.978,0,-0,0,0,-1.8,38.8,8.208,-8.5356,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.6,-21,1.7672,1.7018,0,-0,0,0,5.4,-21.8,4.3854,13.615,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,2.2,13,2.88,11.52,0,-0,0,0,-2,38.4,6.912,-8.6141,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-21,2.0291,1.5709,0,-0,0,0,5.2,-21.4,4.6472,12.895,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,2.2,13.2,2.7491,10.997,0,-0,0,0,-2.2,38.2,5.3018,-8.7055,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.6,-20.8,2.0946,1.6363,0,-0,0,0,5,-21,4.4509,12.632,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
