vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h),vehicle23-relx(m),vehicle23-rely(m),vehicle23-relvx(km/h),vehicle23-relvy(km/h),vehicle24-relx(m),vehicle24-rely(m),vehicle24-relvx(km/h),vehicle24-relvy(km/h),vehicle25-relx(m),vehicle25-rely(m),vehicle25-relvx(km/h),vehicle25-relvy(km/h),vehicle26-relx(m),vehicle26-rely(m),vehicle26-relvx(km/h),vehicle26-relvy(km/h),vehicle27-relx(m),vehicle27-rely(m),vehicle27-relvx(km/h),vehicle27-relvy(km/h)
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-41,0.5236,6.2182,-0.4,66.6,-1.5709,2.7491,0,-0,0,0,-6.7054,-36.888,-1.0992,2.4733,0,-0,0,0,4,-9.4,0,6.6763,0,-0,0,0,3.4,20,0,12.043,4.6,-39.2,1.44,12.829,0.2,-55,1.1782,2.6182,8,-49.6,2.4218,28.735,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-40.8,0.7854,6.2837,-0.4,66.6,-1.5054,2.88,0,-0,0,0,-6.6748,-36.818,-1.0992,2.4733,0,-0,0,0,4,-9.6,0,12.698,0,-0,0,0,3.4,20.2,0,11.717,4.8,-38.8,1.3746,12.698,-0.2,-55.2,1.5709,2.4872,8,-48.8,2.6837,28.472,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-40.6,0.6545,6.0872,-0.4,66.8,-1.3091,3.0763,0,-0,0,0,-6.6442,-36.75,-1.0992,2.4733,0,-0,0,0,4,-10.2,0,18.523,0,-0,0,0,3.4,20.6,0,11.651,4.8,-38.4,1.1782,12.698,0,-55,1.5054,1.8982,7.8,-48,2.6837,27.752,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-40.4,0.7854,6.0218,-0.2,66.8,-0.9818,3.0109,0,-0,0,0,-6.6138,-36.68,-1.0992,2.4733,0,-0,0,0,4,-10.2,0,20.683,0,-0,0,0,3.4,21,-0.3273,11.848,4.8,-38,0.8509,12.829,0,-54.8,1.3091,1.6363,8,-46.6,2.4872,27.294,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-40.2,1.1782,6.0872,-0.2,67,-1.2437,3.0109,0,-0,0,0,-6.5832,-36.612,-1.0992,2.4733,0,-0,0,0,4,-9.8,0,23.04,0,-0,0,0,3.4,21.2,-0.2618,11.912,4.6,-37.8,0.3927,12.763,-0.2,-54.8,1.3746,1.1782,7.6,-45.8,2.0946,27.032,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-40,1.1128,6.2837,-0.2,67,-1.3746,3.0763,0,-0,0,0,-6.5526,-36.544,-1.0992,2.4733,0,-0,0,0,4,-5.4,0,26.706,0,-0,0,0,3.4,21.6,-0.5236,12.175,4.6,-37.4,1.2437,12.895,-0.2,-54.6,1.3091,1.5054,8,-45.2,1.7672,27.557,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-39.8,0.9163,6.2182,-0.2,67.2,-1.3746,3.2072,0,-0,0,0,-6.5222,-36.474,-1.0493,3.9972,0,-0,0,0,4,-5,0,30.305,0,-0,0,0,3.4,21.8,-0.72,12.306,4.6,-37,1.9637,12.829,-0.2,-54.8,0.72,2.2909,7.6,-45,1.8982,27.688,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-39.8,0.9818,6.2182,-0.2,67.2,-1.2437,3.0109,0,-0,0,0,-6.4916,-36.406,-0.9593,3.1404,0,-0,0,0,4,-4.6,0,33.054,0,-0,0,0,3.4,22.2,-0.5236,12.306,4.6,-36.6,1.8328,12.895,-0.2,-55.2,0.7854,2.4218,7.6,-44.4,1.8328,27.426,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-39.6,0.9818,6.2837,-0.2,67.2,-0.9818,3.2072,0,-0,0,0,-6.461,-36.338,-0.8394,2.2814,0,-0,0,0,4,-5.6,0,33.382,0,-0,0,0,3.6,22.6,-0.6545,12.502,4.6,-36.2,1.5709,13.091,-0.2,-55,0.7854,0.9818,7.8,-43.6,1.3091,26.837,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-39.4,0.9163,6.4146,0,67.4,-0.6545,3.0763,0,-0,0,0,-6.4306,-36.268,-0.6995,1.443,0,-0,0,0,4,-4.4,0,32.269,0,-0,0,0,3.4,23,-0.3927,12.895,4.6,-36,1.1782,13.091,-0.2,-54.6,0.3273,1.6363,7.6,-42.6,1.0472,27.818,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-39.2,0.7854,6.6109,0,67.4,-0.6545,3.3382,0,-0,0,0,-6.4,-36.2,-0.5496,2.6112,0,-0,0,0,4,-3.2,0,30.109,0,-0,0,0,3.6,23.4,-0.1309,13.091,4.2,-35.6,1.0472,12.895,-0.4,-54.4,0.1964,2.0946,7.4,-41.4,0.72,28.997,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-39,0.5891,6.8728,0,67.6,-0.2618,3.2728,0,-0,0,0,-6.4,-35.2,-0.3997,3.4521,0,-0,0,0,4,-2,0,34.495,0,-0,0,0,3.6,23.6,0.1309,13.091,4.2,-35.2,0.8509,13.157,-0.2,-54.2,0.3927,1.44,7.4,-40.6,-0.3273,30.305,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-38.8,0.3273,7.2,0,67.6,0.4582,3.6,0,-0,0,0,-6.4,-36.4,-0.2598,2.6791,0,-0,0,0,4,-0.8,0,38.618,0,-0,0,0,3.4,24,0.3927,12.895,4.4,-34.8,0.9163,13.157,-0.2,-54.2,0.1964,2.16,7.4,-40,-0.6545,30.502,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-38.6,-0.3273,7.2,0,67.8,1.1128,3.6,0,-0,0,0,-6.4,-36.4,-0.1399,2.213,0,-0,0,0,4,0.2,0,42.218,0,-0,0,0,3.6,24.4,0.6545,12.829,4.4,-34.4,0.1964,13.288,-0.4,-55.2,0,1.8328,7.8,-39.4,-0.9163,30.174,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-38.4,-0.5891,7.2,-0.2,67.8,2.0291,3.6,0,-0,0,0,-6.4,-36.4,-0.05,1.6834,0,-0,0,0,4,1.4,0,42.283,0,-0,0,0,3.4,24.8,0.8509,12.895,4.4,-34.2,0.1309,13.549,-0.2,-54.2,-0.5236,0.5236,7.4,-38.4,-1.1782,29.651,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-38.2,-0.7854,7.2,0,68,2.7491,3.6,0,-0,0,0,-6.4,-35.2,-0.3273,0.1309,0,-0,0,0,4,2.6,0,42.414,0,-0,0,0,3.4,25.2,1.3091,13.091,4.4,-33.8,-0.72,13.549,-0.2,-54.2,-1.3091,1.5054,7.8,-37.6,-1.1128,29.651,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-38,-0.9163,6.8728,-0.2,68,3.2072,3.6,0,-0,0,0,-6.4,-35.2,-0.5891,-3.2072,0,-0,0,0,4,3.8,0,42.611,0,-0,0,0,3.4,25.4,1.3091,13.091,4.4,-33.2,-0.7854,13.615,-0.4,-55,-1.5709,2.2254,7.8,-36.6,-1.3091,30.24,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,-37.8,-0.9818,6.6109,-0.4,68.2,3.4037,3.6,0,-0,0,0,-6.4,-36,-0.7854,-3.7963,0,-0,0,0,4,5,0,42.872,0,-0,0,0,3.4,25.8,1.5054,12.895,4.2,-33,-0.72,13.746,-0.2,-54,-1.7018,2.16,7.8,-35.8,-0.9818,31.091,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-37.6,-1.3091,6.4146,-0.4,68.2,3.6654,3.6,0,-0,0,0,-6.4,-35.8,-0.9163,-10.277,0,-0,0,0,4,6.2,0,43.2,0,-0,0,0,3.4,26.2,1.8982,12.829,4.6,-32.6,-0.9163,13.942,-0.2,-54,-2.0946,3.7963,7.8,-35,-0.1964,31.418,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-37.4,-1.5054,6.2837,-0.6,68.4,3.6,3.6,0,-0,0,0,-6.4,-35.8,-1.3091,-18.197,0,-0,0,0,4,7.4,0,43.2,0,-0,0,0,3.2,26.6,1.7672,12.895,4.2,-32.2,-1.0472,14.531,0,-54.6,-1.9637,3.5346,7.6,-34.2,-0.1309,31.157,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-37.2,-1.5709,6.2182,-0.8,68.4,3.9272,3.2728,0,-0,0,0,-6.2,-36.4,-1.5709,-27.032,0,-0,0,0,4,8.6,0,43.2,0,-0,0,0,3.2,27,1.8328,13.091,4.6,-31.8,-1.1128,14.4,0.2,-53.6,-2.3563,4.5818,7.6,-33.2,0.6545,31.026,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-37.2,-1.5054,6.2182,-0.8,68.6,3.8618,3.3382,0,-0,0,0,-6.2,-37.6,-1.7018,-33.906,0,-0,0,0,4,9.8,0,43.2,0,-0,0,0,3.2,27.2,2.0946,13.418,4.6,-31.4,-1.1128,14.597,0.2,-53.8,-2.5528,5.9563,8,-32.4,0.72,31.026,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,-37,-1.3091,6.2837,-0.8,68.6,4.0582,3.0763,0,-0,0,0,-6.2,-37.4,-2.0291,-40.255,0,-0,0,0,4,11,0,43.2,0,-0,0,0,3,27.6,2.16,13.483,4.6,-31,-1.0472,15.12,0,-54.4,-2.16,5.3018,7.8,-31.4,0.72,31.157,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-36.8,-0.9818,6.4146,-1,68.8,4.8437,2.88,0,-0,0,0,-6.2,-40,-2.4872,-47.128,0,-0,0,0,4,12.2,0,43.2,0,-0,0,0,3,28,2.3563,13.615,4.6,-30.6,-0.5236,15.251,0.2,-53.4,-1.8982,4.2546,7.6,-30.6,0.6545,31.091,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-36.6,-1.2437,6.6109,-1,68.8,5.4328,2.7491,0,-0,0,0,-6,-41.6,-2.6837,-51.971,0,-0,0,0,4,13.4,0,43.2,0,-0,0,0,3,28.4,2.6182,13.811,4.6,-30,-0.6545,15.317,0.2,-53.2,-1.44,4.1237,7.6,-29.8,0.1964,30.829,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-36.4,-1.3746,6.8728,-1.2,68.8,5.8254,2.6837,0,-0,0,0,-6,-43.2,-2.9454,-55.309,0,-0,0,0,0,-0,0,0,0,-0,0,0,3,28.8,3.2728,14.072,4.6,-29.8,0,15.317,0.4,-53.2,-1.8328,3.5346,7.6,-29,0.4582,30.371,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-36.2,-1.0472,7.2,-1.4,69,6.7418,2.6837,0,-0,0,0,-6,-44.8,-3.6,-60.022,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.8,29.2,3.6,14.4,4.6,-29.2,0,15.578,0.4,-52.8,-2.0291,2.6182,7.6,-28,0.72,30.109,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-36,-0.6545,7.2,-1.6,69,7.3966,2.7491,0,-0,0,0,-5.8,-46.4,-4.0909,-64.309,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.8,29.6,3.9272,14.072,4.6,-28.8,0,15.709,0.4,-52.8,-2.4218,3.2728,7.6,-27.2,0.1964,29.717,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-35.8,-0.8509,7.2,-2,69,8.051,2.88,0,-0,0,0,-5.6,-48,-4.3854,-65.192,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.6,30,4.2546,13.811,4.6,-28.4,0,15.709,0.4,-53.8,-2.5528,2.6182,7.6,-26.4,-0.0655,29.586,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-35.6,-0.9163,7.2,-2.2,69.2,8.9676,3.0763,0,-0,0,0,-5.6,-49.4,-4.86,-68.22,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.4,30.4,4.9091,13.615,4.6,-28,0,15.578,0.4,-53.2,-2.7491,3.5346,7.8,-25.6,0.3273,29.389,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-35.4,-1.2437,7.2,-2.2,69.2,9.6876,3.0109,0,-0,0,0,-5.4,-51.2,-4.8857,-73.289,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.2,30.8,5.4328,13.483,4.6,-27.6,0,15.709,0.8,-52.6,-3.0109,4.7128,7.6,-24.8,0.6545,29.128,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-35.2,-1.44,7.2,-2.6,69.4,10.472,3.0109,0,-0,0,0,-5.2,-54.4,-5.4,-81.72,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.2,31.2,5.76,13.418,4.6,-27,0,15.709,0.6,-53.6,-3.3382,5.4328,7.6,-24,0.9163,28.8,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,-35,-1.5054,7.2,-2.8,69.4,11.258,3.0763,0,-0,0,0,-5.1,-56.3,-3.6,-68.4,0,-0,0,0,0,-0,0,0,0,-0,0,0,2,31.4,6.2182,13.418,4.6,-26.6,0,15.906,0.8,-52.4,-5.3672,6.48,7.6,-23.2,1.1128,28.8,3.2,4,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.6,-34.8,-2.4218,7.2,-3.2,69.6,11.978,2.88,0,-0,0,0,-5,-58.2,-3.6,-68.4,0,-0,0,0,0,-0,0,0,0,-0,0,0,2,31.8,6.4146,13.157,4.6,-26.2,0,15.971,1,-52.2,-6.7418,7.5276,7.6,-22.4,0.9163,28.8,3.2,4.4,3.6,18,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,-34.6,-3.0109,7.2,-3.6,69.6,12.96,2.7491,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.6,32.2,6.6763,13.025,4.6,-25.8,0,15.906,1,-52,-7.789,6.2182,7.4,-21.6,1.3746,28.472,3,5,3.6,24.48,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.6,-34.4,-3.9928,7.2,-4,69.6,13.811,2.6837,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.4,32.6,7.331,13.025,4.6,-25.4,0,15.709,1.2,-51.8,-8.1166,6.0218,7.4,-20.8,0.9818,28.211,3,5.2,4.1143,15.943,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.6,-34.2,-4.6472,6.8728,-4.4,69.8,13.746,2.3563,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.2,33,7.9855,13.157,4.6,-24.8,0,15.709,1.2,-51.8,-8.509,6.6763,7.4,-20,0.8509,28.015,2.8,7,4.56,15.24,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1.6,-34,-4.5818,6.6109,-4.8,69.8,13.811,2.16,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,1,33.4,7.92,13.418,4.6,-24.4,0,15.906,2.4,-51.8,-7.92,4.8437,7.4,-19.2,0.9818,27.883,2.6,6,4.8437,15.12,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.2,-33.8,-4.1237,6.4146,-5.2,69.8,13.615,2.0946,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.8,33.6,7.8545,13.091,4.6,-24,0.3273,15.971,2.4,-51.6,-7.0691,4.8437,7.6,-18.4,0.6545,29.128,2.6,6.4,5.4328,15.185,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.2,-33.6,-4.3854,6.2837,-5.6,70,13.157,2.16,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.6,34,7.7234,12.895,4.6,-23.6,0.5891,15.906,2.6,-51.6,-6.0218,5.04,7.2,-17.8,0.5891,30.174,2.4,7.4,5.4982,15.055,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,2.4,-33.4,-3.9272,6.5454,-6,70,12.502,2.0291,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,34.4,7.5276,12.829,4.6,-23.2,0.7854,15.709,2.6,-51.2,-4.4509,5.4328,7.4,-17,1.1128,31.026,2.2,7.2,5.76,15.12,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
